person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,emp_length_clean,int_rate_clean,lti_ratio,default_history_flag,risk_tier
26,16120,RENT,2.0,PERSONAL,B,5000,11.58,1,0.31,False,3,2.0,11.58,0.31,0,Tier 2: Medium Risk (Standard)
21,24000,RENT,,EDUCATION,B,3600,11.99,0,0.15,False,3,0.0,11.99,0.15,0,Tier 1: Low Risk (Prime)
23,85000,RENT,2.0,EDUCATION,B,5000,11.58,0,0.06,False,4,2.0,11.58,0.059,0,Tier 1: Low Risk (Prime)
24,37000,OTHER,2.0,EDUCATION,B,5000,11.58,0,0.14,False,3,2.0,11.58,0.135,0,Tier 1: Low Risk (Prime)
24,22000,RENT,0.0,DEBTCONSOLIDATION,B,2500,9.76,0,0.11,False,2,0.0,9.76,0.114,0,Tier 1: Low Risk (Prime)
51,99000,RENT,2.0,HOMEIMPROVEMENT,B,9000,11.49,0,0.09,False,22,2.0,11.49,0.091,0,Tier 1: Low Risk (Prime)
22,20000,MORTGAGE,0.0,PERSONAL,B,16600,9.76,0,0.83,False,3,0.0,9.76,0.83,0,Tier 3: High Risk (Subprime)
39,31200,RENT,2.0,EDUCATION,B,6400,11.49,0,0.21,False,16,2.0,11.49,0.205,0,Tier 2: Medium Risk (Standard)
27,87360,MORTGAGE,,HOMEIMPROVEMENT,B,7000,10.36,0,0.08,False,6,0.0,10.36,0.08,0,Tier 1: Low Risk (Prime)
37,27036,RENT,2.0,VENTURE,B,5000,11.49,0,0.18,False,11,2.0,11.49,0.185,0,Tier 2: Medium Risk (Standard)
39,31200,RENT,2.0,PERSONAL,B,6400,11.49,0,0.21,False,15,2.0,11.49,0.205,0,Tier 2: Medium Risk (Standard)
26,70000,MORTGAGE,1.0,VENTURE,B,25000,,0,0.36,False,4,1.0,11.0,0.357,0,Tier 2: Medium Risk (Standard)
37,42000,RENT,5.0,DEBTCONSOLIDATION,B,8000,12.69,0,0.19,False,15,5.0,12.69,0.19,0,Tier 2: Medium Risk (Standard)
31,75000,RENT,5.0,DEBTCONSOLIDATION,B,15000,12.69,0,0.2,False,5,5.0,12.69,0.2,0,Tier 2: Medium Risk (Standard)
32,35000,RENT,2.0,PERSONAL,B,5500,11.49,0,0.16,False,5,2.0,11.49,0.157,0,Tier 2: Medium Risk (Standard)
31,100000,MORTGAGE,5.0,EDUCATION,B,5000,12.69,0,0.05,False,7,5.0,12.69,0.05,0,Tier 1: Low Risk (Prime)
28,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9000,12.69,0,0.11,False,6,5.0,12.69,0.113,0,Tier 1: Low Risk (Prime)
29,75000,OWN,5.0,VENTURE,B,6000,12.69,0,0.08,False,7,5.0,12.69,0.08,0,Tier 1: Low Risk (Prime)
34,126000,MORTGAGE,2.0,VENTURE,B,9600,11.49,0,0.08,False,5,2.0,11.49,0.076,0,Tier 1: Low Risk (Prime)
30,70000,MORTGAGE,5.0,MEDICAL,B,31825,12.69,0,0.45,False,8,5.0,12.69,0.455,0,Tier 3: High Risk (Subprime)
29,30000,RENT,5.0,HOMEIMPROVEMENT,B,8000,12.69,1,0.27,False,6,5.0,12.69,0.267,0,Tier 2: Medium Risk (Standard)
28,80004,MORTGAGE,2.0,VENTURE,B,22750,11.49,0,0.28,False,6,2.0,11.49,0.284,0,Tier 2: Medium Risk (Standard)
28,51000,RENT,5.0,DEBTCONSOLIDATION,B,6000,12.69,0,0.12,False,5,5.0,12.69,0.118,0,Tier 1: Low Risk (Prime)
29,18000,RENT,5.0,HOMEIMPROVEMENT,B,5375,12.69,1,0.3,False,9,5.0,12.69,0.299,0,Tier 2: Medium Risk (Standard)
27,54000,RENT,5.0,MEDICAL,B,3200,12.69,0,0.06,False,10,5.0,12.69,0.059,0,Tier 1: Low Risk (Prime)
25,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,9.64,0,0.32,False,4,0.0,9.64,0.321,0,Tier 2: Medium Risk (Standard)
28,72000,RENT,2.0,MEDICAL,B,7000,11.49,0,0.1,False,7,2.0,11.49,0.097,0,Tier 1: Low Risk (Prime)
35,35000,MORTGAGE,5.0,EDUCATION,B,8000,12.69,0,0.23,False,6,5.0,12.69,0.229,0,Tier 2: Medium Risk (Standard)
25,38400,RENT,5.0,MEDICAL,B,2200,12.69,0,0.06,False,3,5.0,12.69,0.057,0,Tier 1: Low Risk (Prime)
32,59004,RENT,2.0,HOMEIMPROVEMENT,B,6000,11.49,0,0.1,False,8,2.0,11.49,0.102,0,Tier 1: Low Risk (Prime)
24,62800,RENT,5.0,PERSONAL,B,14000,12.69,0,0.22,False,2,5.0,12.69,0.223,0,Tier 2: Medium Risk (Standard)
24,80000,RENT,5.0,MEDICAL,B,12000,12.69,0,0.15,False,2,5.0,12.69,0.15,0,Tier 1: Low Risk (Prime)
26,40000,OWN,0.0,EDUCATION,B,15000,9.64,0,0.38,False,4,0.0,9.64,0.375,0,Tier 2: Medium Risk (Standard)
32,35000,RENT,2.0,PERSONAL,B,5500,11.49,0,0.16,False,7,2.0,11.49,0.157,0,Tier 2: Medium Risk (Standard)
25,50000,RENT,5.0,DEBTCONSOLIDATION,B,9000,12.69,0,0.18,False,3,5.0,12.69,0.18,0,Tier 2: Medium Risk (Standard)
21,35000,RENT,5.0,DEBTCONSOLIDATION,B,7200,12.69,0,0.21,False,3,5.0,12.69,0.206,0,Tier 2: Medium Risk (Standard)
31,15000,RENT,2.0,VENTURE,B,4000,11.49,1,0.27,False,6,2.0,11.49,0.267,0,Tier 2: Medium Risk (Standard)
23,46000,MORTGAGE,5.0,PERSONAL,B,9500,12.69,1,0.21,False,4,5.0,12.69,0.207,0,Tier 2: Medium Risk (Standard)
23,48000,OWN,5.0,MEDICAL,B,2400,12.69,0,0.05,False,4,5.0,12.69,0.05,0,Tier 1: Low Risk (Prime)
25,5000,RENT,0.0,EDUCATION,B,1000,9.64,1,0.2,False,4,0.0,9.64,0.2,0,Tier 2: Medium Risk (Standard)
23,43200,MORTGAGE,5.0,VENTURE,B,10000,12.69,0,0.23,False,3,5.0,12.69,0.231,0,Tier 2: Medium Risk (Standard)
28,60000,RENT,2.0,DEBTCONSOLIDATION,B,3000,11.49,0,0.05,False,5,2.0,11.49,0.05,0,Tier 1: Low Risk (Prime)
23,38000,MORTGAGE,5.0,EDUCATION,B,8000,12.69,0,0.21,False,3,5.0,12.69,0.211,0,Tier 2: Medium Risk (Standard)
25,29360,MORTGAGE,5.0,PERSONAL,B,8875,12.69,1,0.3,False,3,5.0,12.69,0.302,0,Tier 2: Medium Risk (Standard)
34,31704,RENT,2.0,VENTURE,B,3000,11.49,0,0.09,False,8,2.0,11.49,0.095,0,Tier 1: Low Risk (Prime)
25,45000,RENT,5.0,MEDICAL,B,2500,12.69,0,0.06,False,4,5.0,12.69,0.056,0,Tier 1: Low Risk (Prime)
25,38400,RENT,5.0,DEBTCONSOLIDATION,B,2200,12.69,0,0.06,False,3,5.0,12.69,0.057,0,Tier 1: Low Risk (Prime)
21,34000,RENT,5.0,HOMEIMPROVEMENT,B,1200,12.69,1,0.04,False,4,5.0,12.69,0.035,0,Tier 1: Low Risk (Prime)
29,14400,RENT,2.0,VENTURE,B,1400,11.49,0,0.1,False,6,2.0,11.49,0.097,0,Tier 1: Low Risk (Prime)
25,100000,RENT,5.0,DEBTCONSOLIDATION,B,28000,12.69,0,0.28,False,3,5.0,12.69,0.28,0,Tier 2: Medium Risk (Standard)
23,99996,MORTGAGE,2.0,EDUCATION,B,4800,11.49,0,0.05,False,4,2.0,11.49,0.048,0,Tier 1: Low Risk (Prime)
22,26400,MORTGAGE,2.0,VENTURE,B,4400,11.49,0,0.17,False,3,2.0,11.49,0.167,0,Tier 2: Medium Risk (Standard)
23,24000,RENT,2.0,MEDICAL,B,2800,11.49,1,0.12,False,3,2.0,11.49,0.117,0,Tier 1: Low Risk (Prime)
25,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,9.64,0,0.32,False,4,0.0,9.64,0.321,0,Tier 2: Medium Risk (Standard)
52,35000,RENT,0.0,PERSONAL,B,6000,,0,0.17,False,22,0.0,11.0,0.171,0,Tier 2: Medium Risk (Standard)
25,60000,MORTGAGE,2.0,EDUCATION,B,12500,11.49,0,0.21,False,4,2.0,11.49,0.208,0,Tier 2: Medium Risk (Standard)
24,46704,RENT,2.0,PERSONAL,B,9000,11.49,0,0.19,False,3,2.0,11.49,0.193,0,Tier 2: Medium Risk (Standard)
23,99996,MORTGAGE,2.0,PERSONAL,B,4800,11.49,0,0.05,False,2,2.0,11.49,0.048,0,Tier 1: Low Risk (Prime)
21,27600,RENT,2.0,EDUCATION,B,3000,11.49,0,0.11,False,4,2.0,11.49,0.109,0,Tier 1: Low Risk (Prime)
23,69000,MORTGAGE,0.0,PERSONAL,B,2500,9.64,1,0.04,False,3,0.0,9.64,0.036,0,Tier 1: Low Risk (Prime)
21,36780,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.49,1,0.33,False,4,2.0,11.49,0.326,0,Tier 2: Medium Risk (Standard)
24,80000,MORTGAGE,2.0,MEDICAL,B,2500,11.49,0,0.03,False,2,2.0,11.49,0.031,0,Tier 1: Low Risk (Prime)
24,67000,RENT,0.0,MEDICAL,B,10000,9.64,0,0.15,False,4,0.0,9.64,0.149,0,Tier 1: Low Risk (Prime)
39,44000,RENT,5.0,MEDICAL,B,8000,12.53,0,0.18,False,14,5.0,12.53,0.182,0,Tier 2: Medium Risk (Standard)
43,60000,RENT,5.0,DEBTCONSOLIDATION,B,2000,12.53,0,0.03,False,17,5.0,12.53,0.033,0,Tier 1: Low Risk (Prime)
37,20004,RENT,0.0,VENTURE,B,5000,,0,0.25,False,14,0.0,11.0,0.25,0,Tier 2: Medium Risk (Standard)
26,33200,RENT,2.0,MEDICAL,B,10000,11.49,0,0.3,False,2,2.0,11.49,0.301,0,Tier 2: Medium Risk (Standard)
24,46704,RENT,2.0,EDUCATION,B,9000,11.49,0,0.19,False,4,2.0,11.49,0.193,0,Tier 2: Medium Risk (Standard)
22,60000,RENT,1.0,VENTURE,B,7500,,0,0.13,False,4,1.0,11.0,0.125,0,Tier 1: Low Risk (Prime)
35,40934,RENT,5.0,EDUCATION,B,20500,12.53,1,0.5,False,6,5.0,12.53,0.501,0,Tier 3: High Risk (Subprime)
23,55000,RENT,5.0,VENTURE,B,20000,12.53,1,0.36,False,3,5.0,12.53,0.364,0,Tier 2: Medium Risk (Standard)
24,60000,MORTGAGE,2.0,PERSONAL,B,2600,11.49,0,0.04,False,4,2.0,11.49,0.043,0,Tier 1: Low Risk (Prime)
24,130000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.19,False,3,5.0,12.53,0.192,0,Tier 2: Medium Risk (Standard)
26,112000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,12.53,1,0.18,False,4,5.0,12.53,0.179,0,Tier 2: Medium Risk (Standard)
23,24960,RENT,0.0,PERSONAL,B,10000,9.64,1,0.4,False,4,0.0,9.64,0.401,0,Tier 3: High Risk (Subprime)
22,30996,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.49,0,0.26,False,2,2.0,11.49,0.258,0,Tier 2: Medium Risk (Standard)
21,84000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,12.53,0,0.12,False,4,5.0,12.53,0.119,0,Tier 1: Low Risk (Prime)
26,140000,RENT,5.0,VENTURE,B,8400,12.53,0,0.06,False,2,5.0,12.53,0.06,0,Tier 1: Low Risk (Prime)
24,72996,RENT,2.0,PERSONAL,B,5500,11.49,0,0.08,False,3,2.0,11.49,0.075,0,Tier 1: Low Risk (Prime)
23,55000,RENT,5.0,DEBTCONSOLIDATION,B,20000,12.53,1,0.36,False,2,5.0,12.53,0.364,0,Tier 2: Medium Risk (Standard)
53,24000,RENT,5.0,MEDICAL,B,4400,12.42,0,0.18,False,23,5.0,12.42,0.183,0,Tier 2: Medium Risk (Standard)
43,72000,RENT,5.0,MEDICAL,B,6000,12.42,0,0.08,False,17,5.0,12.42,0.083,0,Tier 1: Low Risk (Prime)
26,40000,OWN,0.0,MEDICAL,B,15000,9.64,0,0.38,False,4,0.0,9.64,0.375,0,Tier 2: Medium Risk (Standard)
25,32400,RENT,2.0,MEDICAL,B,4900,11.49,1,0.15,False,2,2.0,11.49,0.151,0,Tier 2: Medium Risk (Standard)
28,42000,RENT,5.0,PERSONAL,B,4800,12.42,0,0.11,False,9,5.0,12.42,0.114,0,Tier 1: Low Risk (Prime)
30,80000,RENT,5.0,PERSONAL,B,13600,12.42,0,0.17,False,9,5.0,12.42,0.17,0,Tier 2: Medium Risk (Standard)
22,40000,RENT,2.0,PERSONAL,B,4000,11.49,0,0.1,False,4,2.0,11.49,0.1,0,Tier 1: Low Risk (Prime)
27,62400,RENT,5.0,MEDICAL,B,12000,12.42,0,0.19,False,6,5.0,12.42,0.192,0,Tier 2: Medium Risk (Standard)
35,63600,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4800,12.42,1,0.08,False,6,5.0,12.42,0.075,0,Tier 1: Low Risk (Prime)
27,65000,MORTGAGE,5.0,VENTURE,B,10000,12.42,0,0.15,False,6,5.0,12.42,0.154,0,Tier 2: Medium Risk (Standard)
25,37000,RENT,2.0,VENTURE,B,3325,11.49,0,0.09,False,3,2.0,11.49,0.09,0,Tier 1: Low Risk (Prime)
28,95000,RENT,5.0,EDUCATION,B,8000,12.42,0,0.08,False,6,5.0,12.42,0.084,0,Tier 1: Low Risk (Prime)
33,48000,OWN,5.0,VENTURE,B,14400,12.42,0,0.3,False,10,5.0,12.42,0.3,0,Tier 2: Medium Risk (Standard)
23,24000,RENT,2.0,MEDICAL,B,2800,11.49,1,0.12,False,4,2.0,11.49,0.117,0,Tier 1: Low Risk (Prime)
28,42000,RENT,5.0,MEDICAL,B,4800,12.42,0,0.11,False,9,5.0,12.42,0.114,0,Tier 1: Low Risk (Prime)
22,26400,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.49,0,0.17,False,4,2.0,11.49,0.167,0,Tier 2: Medium Risk (Standard)
33,75500,RENT,5.0,VENTURE,B,3000,12.42,0,0.04,False,5,5.0,12.42,0.04,0,Tier 1: Low Risk (Prime)
29,50700,RENT,5.0,HOMEIMPROVEMENT,B,12000,12.42,0,0.24,False,6,5.0,12.42,0.237,0,Tier 2: Medium Risk (Standard)
23,90000,RENT,2.0,MEDICAL,B,20000,11.49,0,0.22,False,4,2.0,11.49,0.222,0,Tier 2: Medium Risk (Standard)
21,36000,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0,0.03,False,2,5.0,12.42,0.028,0,Tier 1: Low Risk (Prime)
25,85000,RENT,5.0,DEBTCONSOLIDATION,B,12000,12.42,0,0.14,False,4,5.0,12.42,0.141,0,Tier 1: Low Risk (Prime)
55,39000,RENT,2.0,HOMEIMPROVEMENT,B,13000,11.48,1,0.33,False,27,2.0,11.48,0.333,0,Tier 2: Medium Risk (Standard)
22,81000,MORTGAGE,5.0,EDUCATION,B,9100,12.42,0,0.11,False,3,5.0,12.42,0.112,0,Tier 1: Low Risk (Prime)
21,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,2200,12.42,0,0.03,False,3,5.0,12.42,0.034,0,Tier 1: Low Risk (Prime)
25,55200,MORTGAGE,5.0,EDUCATION,B,4225,12.42,0,0.08,False,2,5.0,12.42,0.077,0,Tier 1: Low Risk (Prime)
38,55000,RENT,2.0,HOMEIMPROVEMENT,B,14000,11.48,0,0.25,False,16,2.0,11.48,0.255,0,Tier 2: Medium Risk (Standard)
22,48000,RENT,5.0,EDUCATION,B,7200,12.42,0,0.15,False,4,5.0,12.42,0.15,0,Tier 1: Low Risk (Prime)
22,46200,RENT,5.0,EDUCATION,B,6200,12.42,0,0.13,False,3,5.0,12.42,0.134,0,Tier 1: Low Risk (Prime)
35,52000,RENT,2.0,MEDICAL,B,3000,11.48,0,0.06,False,7,2.0,11.48,0.058,0,Tier 1: Low Risk (Prime)
23,80000,RENT,5.0,VENTURE,B,5000,12.42,0,0.06,False,4,5.0,12.42,0.063,0,Tier 1: Low Risk (Prime)
25,39600,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4800,12.42,0,0.12,False,4,5.0,12.42,0.121,0,Tier 1: Low Risk (Prime)
43,51600,RENT,,VENTURE,B,1500,11.86,0,0.03,False,11,0.0,11.86,0.029,0,Tier 1: Low Risk (Prime)
23,38000,MORTGAGE,5.0,VENTURE,B,4000,12.42,0,0.11,False,3,5.0,12.42,0.105,0,Tier 1: Low Risk (Prime)
27,44000,RENT,2.0,MEDICAL,B,15000,11.48,1,0.34,False,5,2.0,11.48,0.341,0,Tier 2: Medium Risk (Standard)
21,36000,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0,0.03,False,2,5.0,12.42,0.028,0,Tier 1: Low Risk (Prime)
25,30000,MORTGAGE,5.0,EDUCATION,B,3600,12.42,0,0.12,False,4,5.0,12.42,0.12,0,Tier 1: Low Risk (Prime)
30,38400,RENT,2.0,PERSONAL,B,9800,11.48,0,0.26,False,5,2.0,11.48,0.255,0,Tier 2: Medium Risk (Standard)
26,21600,OWN,5.0,EDUCATION,B,5200,12.42,0,0.24,False,3,5.0,12.42,0.241,0,Tier 2: Medium Risk (Standard)
28,37584,OWN,2.0,MEDICAL,B,20000,11.48,0,0.53,False,5,2.0,11.48,0.532,0,Tier 3: High Risk (Subprime)
25,42000,RENT,1.0,MEDICAL,B,6000,,0,0.14,False,4,1.0,11.0,0.143,0,Tier 1: Low Risk (Prime)
30,43000,RENT,2.0,MEDICAL,B,3200,11.48,0,0.07,False,9,2.0,11.48,0.074,0,Tier 1: Low Risk (Prime)
35,52000,RENT,2.0,MEDICAL,B,3000,11.48,0,0.06,False,6,2.0,11.48,0.058,0,Tier 1: Low Risk (Prime)
23,35004,RENT,1.0,EDUCATION,B,6000,,0,0.17,False,2,1.0,11.0,0.171,0,Tier 2: Medium Risk (Standard)
31,636000,RENT,2.0,DEBTCONSOLIDATION,B,17500,11.48,0,0.03,False,10,2.0,11.48,0.028,0,Tier 1: Low Risk (Prime)
25,90000,RENT,2.0,HOMEIMPROVEMENT,B,12000,11.48,0,0.13,False,3,2.0,11.48,0.133,0,Tier 1: Low Risk (Prime)
25,80000,MORTGAGE,2.0,EDUCATION,B,22000,11.48,0,0.28,False,3,2.0,11.48,0.275,0,Tier 2: Medium Risk (Standard)
23,44796,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.48,0,0.22,False,2,2.0,11.48,0.223,0,Tier 2: Medium Risk (Standard)
22,18000,RENT,1.0,MEDICAL,B,6000,,1,0.33,False,3,1.0,11.0,0.333,0,Tier 2: Medium Risk (Standard)
28,77000,MORTGAGE,5.0,PERSONAL,B,15000,12.21,0,0.19,False,5,5.0,12.21,0.195,0,Tier 2: Medium Risk (Standard)
30,35000,RENT,5.0,MEDICAL,B,10000,12.21,0,0.29,False,6,5.0,12.21,0.286,0,Tier 2: Medium Risk (Standard)
24,47000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,8500,,0,0.18,False,3,1.0,11.0,0.181,0,Tier 2: Medium Risk (Standard)
29,31200,RENT,2.0,PERSONAL,B,6000,11.46,1,0.19,False,10,2.0,11.46,0.192,0,Tier 2: Medium Risk (Standard)
24,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,12.21,0,0.11,False,3,5.0,12.21,0.111,0,Tier 1: Low Risk (Prime)
23,86000,MORTGAGE,5.0,PERSONAL,B,16000,12.21,0,0.19,False,3,5.0,12.21,0.186,0,Tier 2: Medium Risk (Standard)
25,54000,RENT,2.0,PERSONAL,B,10000,11.46,0,0.19,False,4,2.0,11.46,0.185,0,Tier 2: Medium Risk (Standard)
23,70000,MORTGAGE,5.0,EDUCATION,B,20000,12.21,0,0.29,False,4,5.0,12.21,0.286,0,Tier 2: Medium Risk (Standard)
25,54000,RENT,5.0,PERSONAL,B,5000,12.21,0,0.09,False,4,5.0,12.21,0.093,0,Tier 1: Low Risk (Prime)
22,38000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,12.21,0,0.26,False,3,5.0,12.21,0.263,0,Tier 2: Medium Risk (Standard)
25,33280,RENT,1.0,MEDICAL,B,5500,,0,0.17,False,4,1.0,11.0,0.165,0,Tier 2: Medium Risk (Standard)
21,44004,RENT,2.0,HOMEIMPROVEMENT,B,7000,11.46,1,0.16,False,2,2.0,11.46,0.159,0,Tier 2: Medium Risk (Standard)
47,30000,RENT,5.0,DEBTCONSOLIDATION,B,8000,12.18,1,0.27,False,11,5.0,12.18,0.267,0,Tier 2: Medium Risk (Standard)
27,33267,MORTGAGE,5.0,HOMEIMPROVEMENT,B,3200,12.18,0,0.1,False,6,5.0,12.18,0.096,0,Tier 1: Low Risk (Prime)
27,56000,RENT,5.0,HOMEIMPROVEMENT,B,20000,12.18,1,0.36,False,10,5.0,12.18,0.357,0,Tier 2: Medium Risk (Standard)
31,112000,RENT,5.0,PERSONAL,B,23000,12.18,0,0.21,False,6,5.0,12.18,0.205,0,Tier 2: Medium Risk (Standard)
21,60000,RENT,5.0,MEDICAL,B,10000,12.18,0,0.17,False,4,5.0,12.18,0.167,0,Tier 2: Medium Risk (Standard)
22,50000,MORTGAGE,5.0,EDUCATION,B,2000,12.18,0,0.04,False,4,5.0,12.18,0.04,0,Tier 1: Low Risk (Prime)
50,90000,MORTGAGE,2.0,VENTURE,B,24000,11.36,0,0.27,False,13,2.0,11.36,0.267,0,Tier 2: Medium Risk (Standard)
25,79000,RENT,5.0,EDUCATION,B,15000,12.18,1,0.19,False,3,5.0,12.18,0.19,0,Tier 2: Medium Risk (Standard)
25,49000,RENT,5.0,MEDICAL,B,15000,12.18,1,0.31,False,4,5.0,12.18,0.306,0,Tier 2: Medium Risk (Standard)
36,89004,RENT,2.0,PERSONAL,B,1500,11.36,0,0.02,False,14,2.0,11.36,0.017,0,Tier 1: Low Risk (Prime)
24,100000,MORTGAGE,5.0,VENTURE,B,12000,12.18,0,0.12,False,3,5.0,12.18,0.12,0,Tier 1: Low Risk (Prime)
24,29004,RENT,5.0,MEDICAL,B,8725,12.18,0,0.3,False,2,5.0,12.18,0.301,0,Tier 2: Medium Risk (Standard)
27,32496,OWN,,VENTURE,B,9200,11.86,0,0.28,False,8,0.0,11.86,0.283,0,Tier 2: Medium Risk (Standard)
22,50000,MORTGAGE,5.0,PERSONAL,B,2000,12.18,0,0.04,False,3,5.0,12.18,0.04,0,Tier 1: Low Risk (Prime)
29,48000,RENT,2.0,PERSONAL,B,15000,11.36,1,0.31,False,8,2.0,11.36,0.313,0,Tier 2: Medium Risk (Standard)
23,48235,MORTGAGE,5.0,VENTURE,B,20000,12.18,0,0.41,False,2,5.0,12.18,0.415,0,Tier 3: High Risk (Subprime)
46,60000,RENT,5.0,MEDICAL,B,4800,12.12,0,0.08,False,16,5.0,12.12,0.08,0,Tier 1: Low Risk (Prime)
29,76000,RENT,2.0,HOMEIMPROVEMENT,B,8000,11.36,0,0.11,False,5,2.0,11.36,0.105,0,Tier 1: Low Risk (Prime)
38,110000,MORTGAGE,5.0,MEDICAL,B,16000,11.99,0,0.15,False,13,5.0,11.99,0.145,0,Tier 1: Low Risk (Prime)
47,156000,MORTGAGE,5.0,EDUCATION,B,18000,11.99,0,0.12,False,17,5.0,11.99,0.115,0,Tier 1: Low Risk (Prime)
23,42000,OWN,1.0,PERSONAL,B,5400,,0,0.13,False,2,1.0,11.0,0.129,0,Tier 1: Low Risk (Prime)
28,54000,MORTGAGE,2.0,EDUCATION,B,9250,11.36,0,0.17,False,10,2.0,11.36,0.171,0,Tier 2: Medium Risk (Standard)
39,70000,RENT,5.0,EDUCATION,B,13000,11.99,0,0.19,False,17,5.0,11.99,0.186,0,Tier 2: Medium Risk (Standard)
47,52000,RENT,5.0,EDUCATION,B,12000,11.99,0,0.23,False,14,5.0,11.99,0.231,0,Tier 2: Medium Risk (Standard)
32,60000,RENT,2.0,PERSONAL,B,6000,11.36,0,0.1,False,8,2.0,11.36,0.1,0,Tier 1: Low Risk (Prime)
30,28000,OWN,5.0,HOMEIMPROVEMENT,B,6300,11.99,0,0.23,False,8,5.0,11.99,0.225,0,Tier 2: Medium Risk (Standard)
27,100970,MORTGAGE,5.0,VENTURE,B,20000,11.99,0,0.2,False,9,5.0,11.99,0.198,0,Tier 2: Medium Risk (Standard)
31,125000,MORTGAGE,5.0,MEDICAL,B,18000,11.99,0,0.14,False,7,5.0,11.99,0.144,0,Tier 1: Low Risk (Prime)
31,38000,MORTGAGE,2.0,MEDICAL,B,2000,11.36,0,0.05,False,8,2.0,11.36,0.053,0,Tier 1: Low Risk (Prime)
28,48000,RENT,5.0,PERSONAL,B,15000,11.99,1,0.31,False,7,5.0,11.99,0.313,0,Tier 2: Medium Risk (Standard)
34,39000,OWN,5.0,HOMEIMPROVEMENT,B,12000,11.99,0,0.31,False,6,5.0,11.99,0.308,0,Tier 2: Medium Risk (Standard)
22,40680,RENT,2.0,EDUCATION,B,6000,11.36,1,0.15,False,4,2.0,11.36,0.147,0,Tier 1: Low Risk (Prime)
35,79750,MORTGAGE,5.0,DEBTCONSOLIDATION,B,35000,11.99,0,0.44,False,5,5.0,11.99,0.439,0,Tier 3: High Risk (Subprime)
31,30000,RENT,5.0,MEDICAL,B,7000,11.99,0,0.23,False,8,5.0,11.99,0.233,0,Tier 2: Medium Risk (Standard)
33,36000,RENT,5.0,PERSONAL,B,5600,11.99,1,0.16,False,7,5.0,11.99,0.156,0,Tier 2: Medium Risk (Standard)
24,50000,RENT,2.0,VENTURE,B,15000,11.36,0,0.3,False,2,2.0,11.36,0.3,0,Tier 2: Medium Risk (Standard)
29,27048,RENT,5.0,DEBTCONSOLIDATION,B,3500,11.99,0,0.13,False,7,5.0,11.99,0.129,0,Tier 1: Low Risk (Prime)
33,34000,RENT,5.0,VENTURE,B,2400,11.99,0,0.07,False,9,5.0,11.99,0.071,0,Tier 1: Low Risk (Prime)
23,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.36,0,0.07,False,4,2.0,11.36,0.068,0,Tier 1: Low Risk (Prime)
30,65000,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.99,1,0.31,False,8,5.0,11.99,0.308,0,Tier 2: Medium Risk (Standard)
22,40000,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.2,False,4,2.0,11.36,0.2,0,Tier 2: Medium Risk (Standard)
21,104740,MORTGAGE,5.0,EDUCATION,B,19200,11.99,0,0.18,False,2,5.0,11.99,0.183,0,Tier 2: Medium Risk (Standard)
33,34500,OWN,0.0,PERSONAL,B,10000,9.63,0,0.29,False,7,0.0,9.63,0.29,0,Tier 2: Medium Risk (Standard)
23,32640,RENT,5.0,VENTURE,B,4800,11.99,0,0.15,False,3,5.0,11.99,0.147,0,Tier 1: Low Risk (Prime)
22,38004,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.21,False,3,2.0,11.36,0.211,0,Tier 2: Medium Risk (Standard)
23,33195,RENT,5.0,MEDICAL,B,1800,11.99,0,0.05,False,3,5.0,11.99,0.054,0,Tier 1: Low Risk (Prime)
21,52000,RENT,5.0,PERSONAL,B,1500,11.99,0,0.03,False,2,5.0,11.99,0.029,0,Tier 1: Low Risk (Prime)
22,40680,RENT,2.0,HOMEIMPROVEMENT,B,6000,11.36,1,0.15,False,4,2.0,11.36,0.147,0,Tier 1: Low Risk (Prime)
21,30000,RENT,5.0,PERSONAL,B,10000,11.99,1,0.33,False,3,5.0,11.99,0.333,0,Tier 2: Medium Risk (Standard)
